DAE,DOY,Water Use (in),Rain and Irrig (in),Irrig (in),PAW Depletion (0-1),Irrigation_Recommendation (in),Water_Stress_Index (0-1),N Uptake Rate (kg/ha/day),N Fertilization (kg/ha),N Available (kg/ha),Nitrogen_Stress_Index (0-1),N Fertilization Recommendation (kg/ha),Days Since Last Irrigation
0,269,0.033007516493235516,0.059842519685039376,0.0,0.0,0.0,0.0,0.0,0.0,35.57923228505134,0.0,0.0,56
0,269,0.033007516493235516,0.059842519685039376,0.0,0.0,0.0,0.0,0.0,0.0,35.57923228505134,0.0,0.0,56
0,270,0.04164272583616397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.68210999211654,0.0,0.0,57
0,270,0.04164272583616397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.68210999211654,0.0,0.0,57
0,271,0.021615637828557188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.80368467311309,0.0,0.0,58
0,271,0.021615637828557188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.80368467311309,0.0,0.0,58
0,272,0.014399557782987826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.92928785649579,0.0,0.0,59
0,272,0.014399557782987826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.92928785649579,0.0,0.0,59
0,273,0.0065158516696182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.06599263494329,0.0,0.0,60
0,273,0.0065158516696182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.06599263494329,0.0,0.0,60
0,274,0.005732185487142196,0.00984251968503937,0.0,0.0,0.0,0.0,0.0,0.0,36.16904043215656,0.0,0.0,61
0,274,0.005732185487142196,0.00984251968503937,0.0,0.0,0.0,0.0,0.0,0.0,36.16904043215656,0.0,0.0,61
0,275,0.014450931962298021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.26625902718039,0.0,0.0,62
0,275,0.014450931962298021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.26625902718039,0.0,0.0,62
0,276,0.009295042485262974,0.029921259842519688,0.0,0.0,0.0,0.0,0.0,0.0,36.379453760711776,0.0,0.0,63
0,276,0.009295042485262974,0.029921259842519688,0.0,0.0,0.0,0.0,0.0,0.0,36.379453760711776,0.0,0.0,63
0,277,0.019963806791900327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.49781644323507,0.0,0.0,64
0,277,0.019963806791900327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.49781644323507,0.0,0.0,64
0,278,0.007790708230838091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.56736179493538,0.0,0.0,65
0,278,0.007790708230838091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.56736179493538,0.0,0.0,65
0,279,0.0033967446051009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.60605383767391,0.0,0.0,66
0,279,0.0033967446051009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.60605383767391,0.0,0.0,66
0,280,0.005071472108259427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6525510634657,0.0,0.0,67
0,280,0.005071472108259427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6525510634657,0.0,0.0,67
0,281,0.0022859679023871297,0.37992125984251973,0.0,0.0,0.0,0.0,0.0,0.0,36.68545323644864,0.0,0.0,68
0,281,0.0022859679023871297,0.37992125984251973,0.0,0.0,0.0,0.0,0.0,0.0,36.68545323644864,0.0,0.0,68
0,282,0.08228346456692913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.749656095348236,0.0,0.0,69
0,282,0.08228346456692913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.749656095348236,0.0,0.0,69
0,283,0.05586614173228348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.79758031808503,0.0,0.0,70
0,283,0.05586614173228348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.79758031808503,0.0,0.0,70
0,284,0.06409448818897638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.84437639503126,0.0,0.0,71
0,284,0.06409448818897638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.84437639503126,0.0,0.0,71
0,285,0.030056982100509378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.89016871245261,0.0,0.0,72
0,285,0.030056982100509378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.89016871245261,0.0,0.0,72
0,286,0.02821712808958779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.96504951728822,0.0,0.0,73
0,286,0.02821712808958779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.96504951728822,0.0,0.0,73
0,287,0.01931163526993029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.04622270021293,0.0,0.0,74
0,287,0.01931163526993029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.04622270021293,0.0,0.0,74
0,288,0.0137138806172531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.11581048168615,0.0,0.0,75
0,288,0.0137138806172531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.11581048168615,0.0,0.0,75
0,289,0.012045498610996967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.19097342510212,0.0,0.0,76
0,289,0.012045498610996967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.19097342510212,0.0,0.0,76
0,290,0.012536238457365822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.272572751237334,0.0,0.0,77
0,290,0.012536238457365822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.272572751237334,0.0,0.0,77
0,291,0.008531780322894129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.320503130029635,0.0,0.0,78
0,291,0.008531780322894129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.320503130029635,0.0,0.0,78
0,292,0.008063185010807442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.37582266151056,0.0,0.0,79
0,292,0.008063185010807442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.37582266151056,0.0,0.0,79
0,293,0.005667380774217608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4134368665711,0.0,0.0,80
0,293,0.005667380774217608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4134368665711,0.0,0.0,80
0,294,0.004287130908863285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.45189844639823,0.0,0.0,81
0,294,0.004287130908863285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.45189844639823,0.0,0.0,81
0,295,0.004786887252676225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5026521944572,0.0,0.0,82
0,295,0.004786887252676225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5026521944572,0.0,0.0,82
0,296,0.007298920718039006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.55281458913426,0.0,0.0,83
